,Company,Sector,Industry,Country,Website,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio, / 21.54,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,EPS growth next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility (Week),Volatility (Month),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
5063,HA,"Hawaiian Holdings, Inc.",Industrials,Airlines,,RUT,,3.3,1.90%,51.59M,7.21%,492.55M,27.76,0.35,0.62%,50.05M,13.87%,170.00M,,0.36,80.10%,9.40% / 3.49,,2.79B,0.18,63.90%,3.76%,4.71M,10.38%,4.34,2.24,109.90%,4.10%,10.4,39.88%,25.86,0.38,,59.80%,7.34  17.39,5.31%,,,24.60%,6.70%,44.13%,2.02,,1.2,0.30%,10.30%,32.36%,0.58,7307,1.2,2.20%,5.50%,40.68,5.22%,5.26%,Yes,7.52,74.10%,6.10%,0.68,10,Yes,7.23,Jul 25 AMC,,1.35M,9.72,3.2,11.98%,6.64%,9.13%,"741,072",2.85%
5064,H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,,,28.64,4.09,1.70%,105.53M,4.49%,12.37B,32.62,3.6,6.26%,45.77M,1.37%,448.00M,3.01,0.74,108.39%,7.71% / 4.86,,6.51B,1.9,291.50%,0.33%,3.53M,4.90%,34.89,3.36,31.64%,3.60%,124.66,33.13%,8.59,13.65,9.50%,12.30%,77.70  127.80,29.65%,0.6,25.5,2.90%,5.80%,8.24%,1.39,0.51%,0.8,5.70%,54.20%,50.93%,3.25,50000,0.8,15.00%,4.60%,48.86,2.50%,2.22%,Yes,0.84,65.80%,6.90%,0.72,117.4,Yes,0.83,Aug 03 BMO,3.60%,726.76K,117.27,2.4,1.88%,0.98%,8.37%,"419,935",0.11%
5065,GYRO,"Gyrodyne, LLC",Real Estate,Real Estate Services,,,57.89,0.19,18.41%,1.48M,3.38%,16.72M,,,0.00%,1.21M,15.79%,,,,42.80%,0.07% / 0.62,,2.74M,6.11,99.70%,0.15%,0.00M,8.41%,34.54,0.32,,,,16.98%,2.43,4.52,,,7.80  12.66,35.80%,,,,6.10%,13.14%,0.55,,,,,41.03%,0.41,4,,1.80%,,58.17,0.68%,2.31%,No,0.32,0.00%,,0.26,10.99,Yes,0.31,,,1.45K,11,,4.02%,15.67%,2.79%,305,0.09%
5066,GYLD,Arrow Dow Jones Global Yield ETF,Financial,Exchange Traded Fund,,,,,,,0.96%,,,,,,1.18%,,,,, / 2.05,,,,,,0.01M,4.28%,,,,,,6.51%,,,,,11.61  13.96,1.12%,0.83,,,,7.66%,0.94,6.44%,,,,11.06%,0.21,,,,,54.43,0.86%,1.12%,Yes,,,,1.66,12.81,Yes,,,,2.94K,12.89,,0.13%,2.52%,0.20%,"3,918",0.61%
5067,GXTG,Global X Thematic Growth ETF,Financial,Exchange Traded Fund,,,,,,,3.11%,,,,,,12.14%,,,,, / ,,,,,,,0.11%,,,,,,20.87%,,,,,22.36  34.00,15.16%,0.41,,,,22.94%,1.24,1.56%,,,,17.17%,0.53,,,,,36.3,2.07%,1.84%,Yes,,,,0.19,26.39,Yes,,,,7.23K,26.2,,6.28%,3.46%,1.43%,"1,103",0.72%
5068,GXO,"GXO Logistics, Inc.",Industrials,Integrated Freight & Logistics,,,37.87,1.67,0.40%,118.93M,1.42%,7.45B,20.68,3.06,0.00%,118.19M,4.04%,199.00M,4.68,0.69,92.50%,4.38% / 6.66,,9.47B,0.79,26.50%,1.90%,5.18M,18.80%,23.36,2.71,17.99%,2.20%,70.59,28.25%,2.59,24.42,8.09%,7.50%,32.10  67.57,48.04%,,71.63,,4.00%,6.47%,1.85,,1,,17.80%,96.88%,1.76,89000,1,11.00%,3.00%,45.07,2.82%,2.48%,Yes,0.6,24.50%,2.10%,0.45,64.09,Yes,0.58,Aug 02 AMC,0.00%,777.27K,63.2,1.9,3.22%,0.49%,21.91%,"281,641",1.39%
5069,GXG,Global X MSCI Colombia ETF,Financial,Exchange Traded Fund,,,,,,,1.42%,,,,,,1.62%,,,,, / ,,,,,,,8.94%,,,,,,10.35%,,,,,17.52  25.25,10.03%,1.43,,,,13.53%,1.21,6.56%,,,,24.60%,0.42,,,,,47.56,1.41%,1.63%,Yes,,,,1.12,21.97,Yes,,,,17.42K,21.83,,2.32%,0.57%,7.17%,"15,721",0.64%
5070,GXC,SPDR S&P China ETF,Financial,Exchange Traded Fund,,,,,,,4.56%,,,,,,3.38%,,,,, / ,,,,,,,13.73%,,,,,,7.63%,,,,,60.01  92.15,4.31%,2.17,,,,18.63%,0.53,2.89%,,,,24.95%,1.64,,,,,43.58,1.38%,1.35%,Yes,,,,0.13,77.5,Yes,,,,173.65K,74.98,,3.09%,1.26%,4.31%,"18,139",3.25%
5071,GWX,SPDR S&P International Small Cap ETF,Financial,Exchange Traded Fund,,,,,,,0.42%,,,,,,3.05%,,,,, / ,,,,,,,1.94%,,,,,,1.69%,,,,,25.08  32.45,4.83%,0.86,,,,4.99%,0.97,2.78%,,,,22.90%,0.37,,,,,45.23,0.98%,0.84%,Yes,,,,0.31,30.82,Yes,,,,78.54K,30.83,,1.52%,0.57%,1.21%,"19,336",0.03%
5072,GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,,S&P 500,20.43,34.93,0.20%,50.10M,0.76%,36.42B,18.55,38.47,35.59%,45.10M,6.29%,1.77B,1.41,8.97,75.40%,2.23% / 3.45,,16.02B,2.27,51.50%,0.88%,1.01M,7.94%,58.58,12.18,6.90%,23.10%,775.64,26.31%,10.09,70.71,14.44%,67.90%,483.19  811.60,28.29%,7.44,37.27,24.70%,35.30%,12.07%,1.21,1.04%,1.6,7.90%,39.40%,47.69%,13.2,23000,2.8,9.00%,15.50%,37.57,1.59%,1.67%,Yes,0.79,29.20%,11.00%,0.29,712.28,Yes,0.78,Jul 27 BMO,20.00%,292.13K,713.63,2.7,3.68%,3.55%,8.82%,"67,959",0.19%
5073,GWRS,"Global Water Resources, Inc.",Utilities,Utilities  Regulated Water,,RUT,40.1,0.3,10.10%,23.87M,3.36%,294.39M,41.62,0.29,30.58%,11.23M,8.49%,7.10M,2.67,0.07,29.50%,0.43% / 1.38,,47.80M,6.16,49.80%,4.14%,0.05M,14.15%,1.9,6.35,7.41%,2.20%,17.5,18.06%,0.08,154.94,15.00%,17.20%,10.44  15.00,9.11%,0.3,,7.50%,4.50%,19.53%,0.74,2.47%,0.5,7.50%,,15.61%,0.32,94,0.5,31.00%,21.30%,34.87,3.02%,2.39%,Yes,2.47,164.40%,14.80%,0.35,12.19,Yes,2.39,Aug 09 AMC,97.80%,34.89K,12.07,1.5,5.80%,4.44%,5.35%,"9,792",0.98%
5074,GWRE,"Guidewire Software, Inc.",Technology,Software  Application,,,,1.87,0.70%,81.83M,2.47%,6.64B,150.23,0.55,7.61%,81.26M,2.31%,155.10M,,0.1,100.43%,2.76% / 3.16,,880.00M,7.54,171.30%,1.06%,2.24M,10.14%,14.6,5.65,1475.00%,7.60%,84.92,0.70%,8.55,9.65,,12.30%,52.08  86.79,31.83%,,,61.50%,8.30%,4.97%,1.21,,3.7,9.80%,46.60%,58.36%,2.09,3376,3.7,5.10%,21.30%,55.99,2.76%,2.32%,Yes,0.33,18.90%,17.60%,0.4,82.59,Yes,0.33,Jun 01 AMC,,708.85K,82.47,2.3,1.25%,6.90%,14.98%,"226,811",0.14%
5075,GWH,"ESS Tech, Inc.",Industrials,Electrical Equipment & Parts,,RUT,,0.61,5.30%,154.12M,20.86%,219.94M,,0.1,0.25%,84.82M,27.49%,94.20M,,0.05,39.50%,8.66% / 4.28,,1.30M,169.18,83.70%,1.61%,7.34M,35.58%,0.76,1.82,14.50%,51.70%,3.41,68.23%,0.75,1.85,,62.80%,0.75  5.30,43.00%,,,,75.90%,73.89%,2.14,,5.4,,,84.67%,0.17,271,5.4,,,35.77,11.23%,9.92%,Yes,0.01,277.50%,,0.51,1.35,Yes,0,Aug 08 AMC,,1.71M,1.38,2.1,22.69%,13.09%,29.89%,"695,650",2.59%
5076,GWAV,"Greenwave Technology Solutions, Inc.",Industrials,Waste Management,,,,9.76,23.90%,11.21M,0.68%,11.71M,,,0.00%,8.66M,35.17%,62.70M,,,22.60%,1.24% / 3.12,,33.10M,0.35,,,0.11M,13.40%,1.01,1.04,,152.90%,,70.89%,0.03,39.05,,692.10%,0.69  4.37,18.95%,,,41.10%,43.00%,76.02%,1.83,,0,154.30%,39.00%,51.86%,0.08,143,0.1,9.10%,37.10%,64.32,11.05%,8.59%,No,1.11,76.80%,,0.43,1.08,Yes,0.86,,,34.28K,1.05,,14.51%,24.41%,6.79%,"11,866",2.98%
5077,GVP,"GSE Systems, Inc.",Technology,Software  Application,,,,0.69,9.20%,22.93M,5.67%,11.33M,,0.15,24.06%,21.80M,20.46%,14.90M,,0.11,37.20%,0.22% / 0.43,,46.30M,0.24,240.60%,0.71%,0.05M,57.56%,0.36,1.24,61.50%,51.50%,3,65.46%,0.05,8.71,,122.60%,0.32  1.34,38.11%,,,40.50%,107.10%,66.75%,1.12,,0.9,7.60%,25.60%,38.39%,0.04,292,0.9,11.40%,31.70%,55.79,6.58%,8.52%,No,0.33,21.40%,32.10%,0.13,0.49,Yes,0,May 15 AMC,,113.29K,0.45,2,8.96%,8.63%,31.29%,"12,237",8.31%
5078,GVLU,Gotham 1000 Value ETF,Financial,Exchange Traded Fund,,,,,,,0.19%,,,,,,1.86%,,,,, / ,,,,,,,3.13%,,,,,,7.86%,,,,,16.50  21.87,10.85%,2.21,,,,4.76%,1.12,10.60%,,,,26.24%,0.24,,,,,61.53,0.95%,1.13%,No,,,,1.42,20.86,Yes,,,,25.06K,20.83,,0.42%,4.41%,7.50%,"28,483",0.14%
5079,GVIP,Goldman Sachs Hedge Industry VIP ETF,Financial,Exchange Traded Fund,,,,,,,1.28%,,,,,,1.83%,,,,, / ,,,,,,,11.38%,,,,,,7.81%,,,,,65.34  89.74,24.22%,0.01,,,,3.92%,1.11,0.01%,,,,31.96%,0.91,,,,,45.75,0.76%,0.73%,Yes,,,,0.42,86.63,Yes,,,,6.19K,86.22,,2.07%,0.90%,11.84%,"2,086",0.48%
5080,GVI,iShares Intermediate Government/Credit Bond ETF,Financial,Exchange Traded Fund,,,,,,,0.51%,,,,,,1.28%,,,,, / ,,,,,,,1.13%,,,,,,3.86%,,,,,100.12  106.61,0.26%,2.5,,,,4.14%,0.07,2.44%,,,,2.07%,0.42,,,,,40.18,0.40%,0.34%,Yes,,,,0.23,102.51,Yes,,,,144.11K,102.19,,0.64%,0.76%,1.09%,"26,678",0.31%
5081,GVAL,Cambria Global Value ETF,Financial,Exchange Traded Fund,,,,,,,1.06%,,,,,,1.63%,,,,, / ,,,,,,,0.83%,,,,,,9.43%,,,,,15.90  21.39,2.20%,1.67,,,,4.25%,0.97,8.14%,,,,28.81%,0.25,,,,,44.53,1.06%,0.89%,No,,,,0.17,20.64,Yes,,,,9.27K,20.48,,1.86%,0.17%,1.84%,"1,265",0.78%
5082,GVA,Granite Construction Incorporated,Industrials,Engineering & Construction,,RUT,50.9,0.83,0.10%,43.89M,0.76%,1.86B,10.15,4.17,0.00%,43.62M,2.02%,39.10M,7.27,1.45,107.72%,9.83% / 10.53,,3.26B,0.57,650.50%,1.88%,4.29M,2.74%,20.54,2.06,40.88%,1.70%,50.4,36.26%,9.74,4.35,7.00%,4.20%,25.35  44.15,20.76%,0.52,,9.10%,5.80%,4.08%,1.42,1.23%,1.6,2.20%,10.70%,67.06%,1.12,2000,1.7,5.80%,0.10%,55.09,2.52%,2.85%,Yes,0.51,208.40%,1.20%,0.37,41.89,Yes,0.51,Jul 27 BMO,58.70%,407.22K,42.35,2.2,0.61%,4.34%,9.83%,"121,160",1.10%
5083,GUT,The Gabelli Utility Trust,Financial,ClosedEnd Fund  Equity,,,,0.25,1.25%,74.23M,0.72%,515.14M,,,0.00%,73.30M,0.72%,,,,8.47%,2.10% / 15.12,,9.55M,53.93,,,1.54M,3.34%,3.65,1.9,,,,11.48%,,,,,6.56  8.05,7.59%,0.6,,,,13.79%,0.67,8.65%,,,,5.79%,0.1,,,40.60%,,50.23,1.43%,1.53%,No,,,,1.06,6.96,Yes,,,,101.85K,6.94,,0.16%,0.42%,1.99%,"87,047",0.29%
5084,GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,Financial,Exchange Traded Fund,,,,,,,6.47%,,,,,,22.96%,,,,, / ,,,,,,,15.83%,,,,,,7.48%,,,,,98.61  208.75,10.47%,2.64,,,,23.02%,4.4,1.64%,,,,62.97%,6.52,,,,,72.53,4.79%,4.43%,Yes,,,,0.84,156.25,Yes,,,,341.00K,160.7,,13.35%,26.59%,15.93%,"230,688",2.85%
5085,GURU,Global X Guru Index ETF,Financial,Exchange Traded Fund,,,,,,,0.12%,,,,,,0.90%,,,,, / ,,,,,,,3.73%,,,,,,2.06%,,,,,30.89  38.86,11.95%,0.12,,,,1.90%,1.07,0.30%,,,,23.40%,0.26,,,,,53.18,0.43%,0.47%,Yes,,,,1.06,38.15,Yes,,,,1.91K,38.12,,0.67%,2.41%,7.34%,"1,624",0.09%
5086,GURE,"Gulf Resources, Inc.",Basic Materials,Chemicals,,,2.47,0.87,3.70%,10.43M,1.90%,23.03M,,,0.50%,7.03M,17.01%,9.60M,0.13,,4.20%,0.25% / 0.68,,66.50M,0.35,,4.64%,0.02M,37.79%,26.35,0.08,,3.30%,,49.05%,10.76,0.2,19.00%,3.50%,2.00  4.95,30.74%,,2.24,3.40%,3.60%,56.77%,0.48,,11,9.30%,53.50%,7.00%,0.13,435,11,4.50%,23.70%,40.05,6.47%,5.82%,Yes,0.01,367.00%,14.50%,0.44,2.11,Yes,0.01,May 16 BMO,0.00%,25.67K,2.14,,6.64%,13.35%,28.80%,"9,005",1.42%
5087,GUNR,FlexShares Morningstar Global Upstream Natural Resources Index Fund,Financial,Exchange Traded Fund,,,,,,,0.39%,,,,,,0.39%,,,,, / ,,,,,,,6.86%,,,,,,0.96%,,,,,36.33  46.62,4.81%,1.53,,,,11.25%,0.99,3.69%,,,,13.90%,0.58,,,,,50.18,1.21%,1.13%,Yes,,,,0.49,41.42,Yes,,,,722.81K,41.38,,0.72%,1.44%,2.56%,"285,174",0.10%
5088,GTY,Getty Realty Corp.,Real Estate,REIT  Retail,,RUT,22.45,1.39,9.22%,49.62M,0.67%,1.57B,24.31,1.28,0.00%,45.94M,5.98%,66.00M,,0.31,76.50%,7.02% / 9.77,,172.80M,9.06,37.00%,3.33%,3.23M,10.81%,17.34,1.79,4.90%,4.20%,36,6.01%,0.18,175.95,,8.20%,25.49  36.49,8.06%,1.72,,9.30%,6.90%,14.72%,0.89,5.53%,,6.60%,87.40%,22.09%,0.66,32,,44.50%,50.10%,34.48,1.87%,2.05%,Yes,0.78,74.90%,38.20%,0.51,30.93,Yes,0.78,,121.00%,330.47K,31.12,2.9,4.37%,6.89%,8.10%,"133,998",0.61%
5089,GTX,Garrett Motion Inc.,Consumer Cyclical,Auto Parts,,,,1,0.10%,258.80M,1.25%,1.98B,6.29,1.22,96.22%,215.61M,3.43%,131.00M,,0.23,85.20%,0.63% / 1.15,,3.82B,0.52,51.70%,0.95%,1.37M,6.95%,5.8,,23.29%,6.00%,15,10.24%,1.85,4.15,8.50%,70.80%,5.57  8.68,0.98%,,6.63,30.80%,33.80%,11.35%,1.29,,0.9,3.10%,19.10%,38.15%,0.26,7300,1.1,17.70%,13.00%,51.22,3.03%,3.35%,Yes,,16.50%,4.30%,0.53,7.69,Yes,,Jul 27 BMO,0.00%,1.19M,7.7,2,1.35%,0.25%,0.07%,"502,877",0.07%
5090,GTO,Invesco Total Return Bond ETF,Financial,Exchange Traded Fund,,,,,,,0.57%,,,,,,2.00%,,,,, / ,,,,,,,4.23%,,,,,,7.07%,,,,,44.24  49.48,1.41%,1.88,,,,7.41%,0.21,4.09%,,,,3.56%,0.23,,,,,39.57,0.46%,0.35%,No,,,,0.53,45.94,Yes,,,,150.73K,45.82,,1.13%,1.24%,2.08%,"64,279",0.27%
5091,GTN,"Gray Television, Inc.",Communication Services,Broadcasting,,RUT,2.69,3.33,2.50%,93.00M,14.71%,710.22M,1.95,4.58,0.72%,85.26M,1.70%,310.00M,0.07,0.04,91.40%,5.57% / 4.54,,3.65B,0.19,983.30%,0.87%,4.75M,22.60%,15.16,0.59,1095.70%,,13.38,53.09%,0.45,19.73,36.90%,,6.50  20.83,19.97%,0.32,1.61,22.50%,9.50%,57.01%,1.6,3.57%,1.4,33.00%,36.90%,37.77%,0.51,8942,1.4,6.30%,21.20%,50.22,8.66%,5.19%,Yes,4.41,,,0.35,8.92,Yes,4.4,Aug 04 BMO,7.44%,1.05M,8.95,2.4,2.48%,7.69%,9.37%,"291,894",0.39%
5092,GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery,,RUT,193.51,0.87,0.10%,42.74M,0.92%,7.34B,15.87,10.63,23.50%,42.51M,2.58%,36.70M,4.52,1.49,119.92%,15.67% / 10.94,,2.30B,3.19,35.80%,1.20%,6.66M,25.45%,63.72,2.65,90.95%,,204.12,19.59%,4.36,38.67,42.84%,,101.44  242.59,46.44%,,,74.30%,2.00%,30.44%,1.58,,1,13.90%,28.70%,66.35%,6.9,5178,1.4,124.30%,,55.26,4.22%,3.75%,Yes,1.62,102.30%,,0.26,165.62,Yes,1.51,Jul 28 BMO,0.00%,608.93K,168.74,2.1,0.64%,9.50%,21.86%,"127,270",1.89%
5093,GTLB,GitLab Inc.,Technology,Software  Application,,,,1.33,1.30%,151.69M,8.41%,6.58B,1281.47,0.03,110.37%,90.43M,19.49%,198.70M,,0.04,84.70%,8.34% / 2.97,,463.80M,14.2,40.30%,8.49%,7.54M,2.99%,5.05,8.63,121.40%,17.40%,56.93,36.24%,6.2,7.02,38.10%,25.80%,26.24  70.96,4.12%,,,,25.50%,38.60%,0.21,,3.6,,88.00%,66.04%,2.23,2170,3.6,45.20%,48.90%,36.65,4.69%,4.38%,Yes,0,94.30%,42.80%,0.33,43.48,Yes,0,Jun 05 AMC,,2.54M,43.57,2.2,10.34%,9.51%,2.35%,"682,669",0.21%
5094,GTIP,Goldman Sachs Access Inflation Protected USD Bond ETF,Financial,Exchange Traded Fund,,,,,,,0.58%,,,,,,1.73%,,,,, / ,,,,,,,2.00%,,,,,,7.83%,,,,,47.51  52.50,0.42%,1.51,,,,8.13%,0.2,3.12%,,,,1.52%,0.21,,,,,38.6,0.34%,0.29%,No,,,,1.49,48.28,Yes,,,,15.64K,48.23,,1.03%,1.33%,1.88%,"18,650",0.10%
5095,GTIM,Good Times Restaurants Inc.,Consumer Cyclical,Restaurants,,,3.59,0.82,1.40%,11.72M,6.30%,35.52M,,,3.79%,8.36M,15.96%,9.70M,0.12,,13.80%,0.80% / 4.32,,139.90M,0.25,116.20%,2.96%,0.07M,0.10%,2.81,1.05,,,,12.19%,0.31,9.6,30.00%,,2.02  3.57,30.93%,,25.37,3.00%,3.30%,17.85%,2.01,,0.4,11.80%,18.10%,45.19%,0.15,217,0.5,2.50%,3.10%,37.51,5.25%,4.32%,Yes,0,,,0.24,2.94,Yes,0,Aug 03 AMC,,15.57K,2.93,2,8.48%,8.54%,5.88%,"2,978",0.24%
5096,GTHX,"G1 Therapeutics, Inc.",Healthcare,Biotechnology,,,,2.77,0.90%,51.67M,8.29%,106.11M,,0.89,12.06%,46.21M,18.11%,126.00M,,0.35,51.30%,7.05% / 3.27,,57.30M,1.85,4.40%,12.02%,3.26M,72.85%,1.11,1.79,23.90%,46.80%,10.5,83.21%,1.95,1.02,,143.30%,1.97  17.49,63.35%,,,1.00%,94.60%,88.62%,1.85,,3.7,,92.10%,1.02%,0.12,170,4.1,300.00%,,29.8,5.27%,5.70%,Yes,0.89,115.40%,,0.68,2.01,Yes,0.89,Aug 02 BMO,,996.70K,1.99,1.9,13.38%,19.91%,54.91%,"544,443",1.00%
5097,GTH,Genetron Holdings Limited,Healthcare,Diagnostics & Research,,,,1.22,5.97%,92.80M,1.09%,81.51M,,,0.00%,86.08M,1.11%,112.80M,,,14.30%,0.11% / 1.80,,90.80M,0.9,61.70%,28.47%,0.09M,20.18%,0.82,1.11,,63.10%,1.34,4.95%,0.52,1.75,,87.90%,0.73  1.31,18.75%,,,17.80%,99.70%,30.53%,0.54,,1.7,45.10%,43.20%,24.47%,0.04,799,1.8,326.70%,,47.86,4.59%,3.93%,No,0.29,523.30%,,3.28,0.92,Yes,0.05,,,51.56K,0.91,2,0.90%,1.20%,6.58%,"135,943",1.09%
5098,GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery,,,15.63,0.76,1.79%,283.52M,9.70%,3.44B,8.71,1.36,94.84%,279.89M,13.39%,216.90M,1.68,0.31,101.81%,0.54% / 0.77,,3.56B,0.97,23.00%,0.14%,1.52M,14.89%,11.34,1.05,13.77%,3.10%,15.94,2.83%,2.05,5.78,9.30%,7.20%,9.40  14.93,3.99%,,19.23,42.80%,6.60%,20.53%,1.57,,2.3,3.20%,36.10%,26.22%,0.35,15000,3.2,0.50%,10.80%,24.82,3.55%,1.99%,Yes,0.76,11.40%,6.20%,1.18,11.75,Yes,0.75,Aug 04 BMO,0.00%,1.99M,11.86,2.5,10.26%,9.30%,6.71%,"1,880,935",0.98%
5099,GTEK,Goldman Sachs Future Tech Leaders Equity ETF,Financial,Exchange Traded Fund,,,,,,,2.04%,,,,,,5.38%,,,,, / ,,,,,,,2.97%,,,,,,4.70%,,,,,19.12  26.87,19.32%,0.01,,,,7.11%,1.12,0.02%,,,,30.53%,0.41,,,,,39.92,1.39%,1.13%,Yes,,,,2.25,25.16,Yes,,,,21.32K,24.96,,3.85%,2.32%,6.93%,"38,485",0.79%
5100,GTEC,Greenland Technologies Holding Corporation,Industrials,Specialty Industrial Machinery,,,6.13,0.27,52.89%,12.98M,2.37%,21.19M,5.89,0.28,0.99%,6.11M,2.08%,3.20M,,0.04,10.70%,1.47% / 0.92,,83.70M,0.25,48.20%,,0.09M,30.96%,5.61,0.29,33.33%,2.10%,9.5,64.17%,1.67,0.99,,4.60%,1.13  4.74,24.31%,,2.16,,4.80%,65.19%,1.44,,1.7,,22.70%,46.02%,0.07,330,2.1,24.60%,5.80%,45.39,4.05%,4.43%,No,0.45,29.30%,3.80%,0.36,1.66,Yes,0,May 19 BMO,0.00%,97.31K,1.65,2,1.44%,3.47%,13.43%,"28,083",0.62%
5101,GTE,Gran Tierra Energy Inc.,Energy,Oil & Gas E&P,,,2.25,3.05,1.60%,33.29M,0.73%,223.34M,8.64,0.8,62.47%,28.78M,12.44%,,0.23,0.38,36.40%,1.12% / 0.66,,633.13M,0.35,102.60%,76.18%,0.32M,21.08%,11.64,0.59,890.00%,,16.95,42.75%,,,10.00%,,4.62  15.30,30.61%,,171.8,14.75%,,55.10%,1.76,,0.4,,,48.70%,0.33,336,0.5,23.30%,,60.71,4.58%,5.54%,Yes,0,,,0.38,6.82,Yes,1.51,Aug 01 AMC,0.00%,484.81K,6.87,2.6,3.70%,17.46%,17.48%,"149,661",0.73%
5102,GTBP,"GT Biopharma, Inc.",Healthcare,Biotechnology,,,,0.49,1.90%,39.09M,4.87%,10.28M,,0.34,16.74%,35.41M,0.32%,15.70M,,0.1,7.70%,0.52% / 0.33,,,,68.20%,19.53%,0.19M,66.25%,0.33,0.85,8.10%,76.40%,3.5,90.24%,0.54,0.52,,111.60%,0.18  2.95,68.38%,,,66.10%,,90.51%,0.9,,4.9,,,55.87%,0.03,2,4.9,,,47.01,8.67%,10.78%,Yes,0,96.50%,,0.13,0.29,Yes,0,,,570.41K,0.28,2.5,4.03%,6.62%,63.94%,"57,317",2.40%
5103,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,,RUT,923.93,0.01,0.49%,285.00M,0.82%,3.77B,8.78,1.47,0.00%,282.03M,16.33%,5.00M,99.13,0.38,82.20%,2.77% / 1.39,,20.84B,0.18,75.60%,1.14%,7.80M,20.44%,17.91,0.72,109.83%,0.20%,14.8,7.47%,3.6,3.6,9.32%,0.90%,9.66  16.50,27.44%,,,22.60%,3.90%,21.63%,1.81,,0.6,6.20%,17.60%,33.90%,0.64,74000,1.3,6.60%,,37.23,4.47%,4.00%,Yes,1.73,,0.20%,0.29,13.1,Yes,1.57,Aug 02 AMC,0.00%,5.60M,12.94,2.4,13.41%,8.60%,8.10%,"1,321,854",1.26%
5104,GSY,Invesco Ultra Short Duration ETF,Financial,Exchange Traded Fund,,,,,,,0.09%,,,,,,0.01%,,,,, / ,,,,,,,0.27%,,,,,,0.43%,,,,,49.23  49.84,0.72%,1.82,,,,0.05%,0.04,3.66%,,,,1.19%,0.03,,,,,63.14,0.05%,0.05%,Yes,,,,0.32,49.81,Yes,,,,311.50K,49.81,,0.13%,0.22%,0.43%,"80,521",0.01%
5105,GSUS,Goldman Sachs MarketBeta US Equity ETF,Financial,Exchange Traded Fund,,,,,,,0.28%,,,,,,0.89%,,,,, / ,,,,,,,9.98%,,,,,,6.07%,,,,,47.45  62.87,17.43%,0.89,,,,3.04%,1,1.45%,,,,28.47%,0.54,,,,,46.51,0.95%,0.72%,Yes,,,,0.34,60.98,Yes,,,,43.01K,60.96,,1.43%,0.78%,8.98%,"11,608",0.03%
5106,GSUN,Golden Sun Education Group Limited,Consumer Defensive,Education & Training Services,,,,0.15,19.06%,18.36M,17.31%,16.58M,,,0.00%,11.60M,11.17%,,,,0.27%,4.22% / 3.30,,10.81M,1.53,,,0.49M,62.50%,0.48,1.91,,,,97.84%,,,,,0.77  95.00,16.82%,,,,,99.04%,1.03,,,,,18.25%,0.08,377,,52.70%,,49.9,11.22%,7.54%,No,,,,0.95,0.89,Yes,,,,148.15K,0.92,,4.47%,9.80%,66.30%,"113,429",2.81%
5107,GSST,Goldman Sachs Access Ultra Short Bond ETF,Financial,Exchange Traded Fund,,,,,,,0.06%,,,,,,0.04%,,,,, / ,,,,,,,0.04%,,,,,,0.00%,,,,,49.37  49.98,0.58%,2.04,,,,0.28%,0.04,4.10%,,,,0.95%,0.04,,,,,50.42,0.04%,0.04%,No,,,,0.4,49.85,Yes,,,,116.94K,49.84,,0.02%,0.03%,0.15%,"37,465",0.03%
5108,GSSC,Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF,Financial,Exchange Traded Fund,,,,,,,1.07%,,,,,,0.60%,,,,, / ,,,,,,,0.79%,,,,,,0.70%,,,,,49.96  61.68,9.22%,0.8,,,,3.30%,1,1.35%,,,,19.39%,0.78,,,,,50.9,1.26%,1.09%,No,,,,0.52,59.55,No,,,,20.01K,59.65,,0.96%,2.28%,5.24%,"8,318",0.16%
